,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,Anomaly,Anomaly_Score,deposit
1002,57,technician,402,yes,no,unknown,may,3,-1,unknown,married,secondary,no,6,153,0,0,-0.093589045,0
3938,26,technician,-454,no,yes,cellular,jul,2,-1,unknown,single,secondary,yes,18,652,0,0,-0.023968866,0
4729,31,admin,89,no,no,unknown,may,3,-1,unknown,married,secondary,no,7,297,0,0,-0.08143997,0
2721,30,technician,778,yes,no,cellular,may,2,346,failure,single,secondary,no,18,22,2,0,-0.038925525,0
7485,20,blue-collar,423,yes,no,cellular,apr,1,-1,unknown,single,secondary,no,16,498,0,0,-0.07405289,1
1895,32,blue-collar,2093,no,no,cellular,sep,2,444,failure,single,secondary,no,24,224,1,0,-0.0068532326,1
5806,41,self-employed,4418,yes,no,cellular,nov,3,-1,unknown,divorced,tertiary,no,21,855,0,0,-0.03496167,0
2598,56,services,654,no,no,cellular,sep,1,-1,unknown,married,secondary,no,15,875,0,0,-0.05599044,1
180,25,admin,483,no,yes,cellular,feb,1,-1,unknown,single,secondary,no,3,189,0,0,-0.04031893,1
6017,38,admin,930,yes,no,cellular,may,1,-1,unknown,divorced,secondary,no,5,46,0,0,-0.08149072,0
6178,30,blue-collar,185,no,no,unknown,jun,1,-1,unknown,single,primary,no,26,11,0,0,-0.036099736,0
4949,25,blue-collar,101,no,yes,cellular,jul,3,-1,unknown,married,secondary,no,8,460,0,0,-0.07205355,1
6848,57,admin,808,no,no,cellular,jul,3,-1,unknown,married,secondary,no,14,417,0,0,-0.0986082,0
2325,30,admin,10,yes,no,cellular,jul,2,-1,unknown,divorced,secondary,no,18,658,0,0,-0.061841086,1
3201,85,retired,12114,no,no,telephone,feb,2,-1,unknown,married,primary,no,12,165,0,0,-0.01132894,1
7418,56,retired,63,no,no,cellular,aug,2,-1,unknown,married,primary,no,19,122,0,0,-0.0862827,0
1485,43,blue-collar,14646,no,no,cellular,oct,1,-1,unknown,married,secondary,no,23,210,0,0,-0.08048216,1
7458,34,unemployed,1974,no,no,cellular,jul,1,342,success,single,tertiary,no,22,355,3,0,-0.030994376,1
6107,54,blue-collar,548,no,no,cellular,aug,7,-1,unknown,married,secondary,no,18,520,0,0,-0.10572442,1
2835,51,management,3463,no,yes,cellular,jul,2,166,other,married,tertiary,no,13,371,3,0,-0.018614132,1
6081,30,student,1681,no,no,cellular,mar,1,106,success,single,secondary,no,23,128,2,0,-0.029595336,1
6654,39,technician,4646,yes,no,cellular,nov,1,-1,unknown,single,secondary,no,18,486,0,0,-0.07572949,1
5416,31,technician,208,no,no,cellular,aug,7,-1,unknown,single,tertiary,no,12,1344,0,0,-0.08211828,1
4237,44,management,-1636,yes,yes,cellular,may,1,-1,unknown,married,tertiary,no,11,257,0,0,-0.07231744,0
4227,40,admin,1395,yes,yes,cellular,jul,2,-1,unknown,married,secondary,no,7,122,0,0,-0.071505964,0
5771,41,entrepreneur,121,yes,no,cellular,may,1,287,failure,married,tertiary,no,5,456,1,0,-0.021349315,0
2943,47,blue-collar,820,no,no,cellular,oct,1,-1,unknown,married,secondary,no,19,98,0,0,-0.08733767,1
3392,53,housemaid,104,no,yes,unknown,jun,1,-1,unknown,married,primary,no,5,701,0,1,0.0016536748,1
5611,36,admin,746,yes,no,cellular,nov,3,-1,unknown,married,secondary,no,17,581,0,0,-0.094856225,0
3749,49,blue-collar,102,no,no,cellular,aug,2,-1,unknown,married,secondary,no,29,210,0,0,-0.108385965,0
7663,44,technician,1139,yes,no,cellular,jan,1,-1,unknown,married,secondary,no,30,64,0,0,-0.08458203,0
6565,26,student,10086,no,no,cellular,apr,2,-1,unknown,single,tertiary,no,21,110,0,0,-0.047953222,1
3035,87,retired,2190,no,no,telephone,jan,2,-1,unknown,married,primary,no,12,512,0,0,-0.019171294,1
4151,61,management,477,yes,no,cellular,oct,1,520,other,married,tertiary,no,29,377,1,0,-0.0068701445,1
3353,19,student,608,no,no,cellular,may,1,180,success,single,primary,no,12,236,2,1,0.006127834,1
5079,31,management,877,no,no,cellular,sep,1,92,success,married,tertiary,no,9,209,8,0,-0.039290138,1
4710,58,admin,145,yes,no,telephone,jul,13,-1,unknown,married,secondary,no,29,616,0,0,-0.03145883,1
4884,35,blue-collar,154,yes,no,unknown,may,4,-1,unknown,married,secondary,no,23,211,0,0,-0.102423355,0
381,38,services,8876,no,no,cellular,feb,1,75,failure,married,secondary,no,2,280,1,0,-0.0463273,0
7449,35,self-employed,28,no,yes,unknown,jul,3,-1,unknown,married,secondary,no,2,159,0,0,-0.028232353,0
5932,64,retired,43,no,no,cellular,dec,1,-1,unknown,married,primary,no,10,232,0,0,-0.08343403,1
4644,46,blue-collar,333,yes,no,cellular,jul,4,-1,unknown,married,primary,no,31,284,0,0,-0.078008026,0
2445,60,retired,0,yes,no,unknown,may,4,-1,unknown,married,tertiary,no,13,34,0,0,-0.072506145,0
2850,47,admin,3070,no,no,cellular,aug,4,-1,unknown,married,secondary,no,7,663,0,0,-0.09933312,1
1924,38,blue-collar,0,no,no,unknown,jun,2,-1,unknown,divorced,primary,no,12,49,0,0,-0.026353288,0
708,59,retired,25947,no,no,cellular,aug,2,-1,unknown,married,secondary,no,13,292,0,0,-0.06642806,0
4716,30,management,3779,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,13,1093,0,0,-0.07764353,1
5337,26,technician,44,no,no,cellular,oct,1,-1,unknown,single,secondary,no,30,217,0,0,-0.07097627,1
1818,28,management,187,no,no,cellular,sep,1,93,success,single,tertiary,no,10,255,2,0,-0.041359212,1
2344,25,admin,1734,no,no,cellular,oct,1,-1,unknown,single,tertiary,no,19,366,0,0,-0.06082084,0
6632,45,management,2406,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,no,8,248,0,0,-0.06896959,0
3234,27,management,390,no,no,cellular,feb,2,104,failure,single,tertiary,no,9,120,2,0,-0.05937236,1
254,40,management,37,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,no,16,412,0,0,-0.055782553,0
643,58,blue-collar,119,yes,yes,cellular,may,1,-1,unknown,single,secondary,no,12,985,0,0,-0.056368478,1
1408,57,retired,-12,no,yes,cellular,aug,8,-1,unknown,married,primary,no,12,80,0,0,-0.035026055,0
5304,36,services,38,no,no,unknown,jun,4,-1,unknown,single,primary,no,6,308,0,0,-0.030938108,0
5484,48,management,-244,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,no,5,253,0,0,-0.04483305,0
4365,57,admin,215,yes,yes,cellular,jul,2,-1,unknown,married,primary,no,17,210,0,0,-0.05037649,0
2297,25,services,628,no,no,cellular,jul,1,-1,unknown,single,secondary,no,8,266,0,0,-0.08228025,0
4049,37,unemployed,443,no,no,cellular,jan,1,-1,unknown,single,secondary,no,29,1600,0,0,-0.059739858,1
7682,56,services,1150,no,yes,cellular,nov,1,117,failure,married,secondary,no,17,107,3,0,-0.012322984,0
5524,56,management,4266,yes,no,unknown,jun,4,-1,unknown,divorced,tertiary,no,17,490,0,0,-0.028908221,1
4538,45,admin,205,no,no,cellular,feb,1,92,success,married,secondary,no,3,373,1,0,-0.05944972,1
1441,44,services,2557,yes,no,cellular,apr,1,181,success,married,primary,no,14,250,8,0,-0.0055778604,1
2751,52,self-employed,1291,yes,no,cellular,nov,1,169,failure,divorced,secondary,no,19,559,2,0,-0.0058026933,0
754,50,admin,3240,no,no,cellular,nov,2,-1,unknown,divorced,secondary,no,21,144,0,0,-0.06011134,0
2925,25,services,130,yes,no,cellular,jul,1,-1,unknown,single,tertiary,no,16,49,0,0,-0.07021308,0
3685,55,technician,6958,yes,yes,unknown,may,2,-1,unknown,married,secondary,no,13,178,0,0,-0.050888956,0
735,47,unemployed,324,no,no,cellular,nov,2,-1,unknown,married,primary,no,21,462,0,0,-0.058900677,1
7379,55,management,171,yes,no,cellular,aug,6,-1,unknown,married,tertiary,no,8,73,0,0,-0.09945627,0
3352,57,blue-collar,739,yes,no,cellular,may,2,364,failure,single,primary,no,14,172,1,0,-0.023748469,0
690,35,technician,1693,yes,no,cellular,feb,1,-1,unknown,single,secondary,no,10,515,0,0,-0.083671525,1
4104,53,technician,10185,no,no,cellular,mar,1,-1,unknown,married,secondary,no,23,115,0,0,-0.07315367,1
3779,29,management,428,no,no,cellular,may,2,-1,unknown,single,tertiary,no,22,293,0,0,-0.097070605,1
4630,30,management,424,no,no,cellular,apr,4,-1,unknown,single,tertiary,no,16,298,0,0,-0.08266564,1
2027,27,admin,15,no,yes,cellular,jul,1,-1,unknown,single,secondary,no,21,177,0,0,-0.054161277,0
3756,47,blue-collar,1536,yes,no,cellular,apr,1,301,other,married,secondary,no,17,41,4,0,-0.029637583,0
1052,52,management,4,no,yes,cellular,jul,9,-1,unknown,single,tertiary,no,28,30,0,0,-0.030911172,0
2640,66,housemaid,1230,no,no,cellular,dec,3,-1,unknown,married,primary,no,17,726,0,0,-0.06488866,1
3232,56,entrepreneur,29,no,no,cellular,jan,2,227,failure,divorced,primary,no,29,52,1,1,0.030299397,0
430,43,blue-collar,3064,yes,no,cellular,nov,2,-1,unknown,married,primary,no,20,2453,0,0,-0.06036542,1
1099,25,student,703,no,no,cellular,may,3,-1,unknown,single,secondary,no,5,1100,0,0,-0.06704425,0
5344,60,services,8837,yes,no,unknown,may,4,-1,unknown,married,secondary,no,16,144,0,0,-0.06296318,0
6775,31,technician,2544,no,no,cellular,jan,1,279,success,single,secondary,no,12,229,2,0,-0.047267582,1
7599,53,management,2152,no,no,cellular,feb,3,-1,unknown,divorced,tertiary,no,13,75,0,0,-0.04805504,1
608,35,technician,196,yes,no,cellular,nov,1,-1,unknown,single,secondary,no,21,318,0,0,-0.076657526,0
3843,58,management,407,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,29,145,0,0,-0.10244554,0
6735,47,technician,293,no,no,cellular,mar,1,-1,unknown,married,secondary,no,3,499,0,0,-0.08425016,1
4877,30,management,6392,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,5,335,0,0,-0.08106039,0
4905,54,self-employed,0,no,yes,telephone,jul,2,-1,unknown,married,primary,no,9,130,0,0,-0.003782613,0
6743,77,retired,3324,no,no,cellular,may,1,91,success,married,primary,no,13,289,5,0,-0.037337948,1
5007,38,admin,-175,yes,no,telephone,jul,9,-1,unknown,married,primary,no,21,86,0,0,-0.0226353,0
792,56,management,3120,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,7,666,0,0,-0.09756227,0
2116,57,retired,168,no,no,cellular,aug,1,-1,unknown,married,secondary,no,7,342,0,0,-0.09493435,1
209,31,technician,120,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,8,1000,0,0,-0.10205498,1
1826,27,services,-151,no,no,cellular,jul,2,-1,unknown,single,secondary,no,8,283,0,0,-0.08062955,0
4658,35,admin,-32,no,yes,cellular,feb,4,182,failure,single,secondary,no,9,63,5,1,0.01852643,1
395,44,management,58,yes,no,cellular,jul,3,-1,unknown,married,tertiary,no,14,72,0,0,-0.100982554,0
3013,31,management,792,no,no,cellular,aug,14,-1,unknown,married,tertiary,no,20,763,0,0,-0.09118438,1
3661,39,technician,1,yes,no,unknown,may,2,-1,unknown,married,secondary,no,26,506,0,0,-0.08887635,0
7100,49,management,20,yes,no,cellular,feb,1,-1,unknown,married,tertiary,no,4,117,0,0,-0.08495819,0
832,36,technician,12264,no,no,cellular,oct,1,182,success,single,secondary,no,11,285,2,0,-0.023772608,1
4254,44,housemaid,-972,yes,yes,unknown,may,2,-1,unknown,married,primary,yes,16,114,0,1,0.016087892,0
3445,48,technician,606,yes,no,cellular,aug,4,-1,unknown,married,secondary,no,19,231,0,0,-0.103044696,0
225,30,admin,255,no,no,cellular,jan,1,-1,unknown,single,secondary,no,27,143,0,0,-0.07799508,1
3368,54,management,496,no,no,cellular,jan,3,-1,unknown,divorced,tertiary,no,13,452,0,0,-0.060502492,1
2619,48,entrepreneur,318,yes,no,cellular,feb,4,-1,unknown,single,tertiary,no,5,1017,0,0,-0.035329025,1
5314,36,technician,432,yes,no,cellular,may,3,255,failure,married,secondary,no,11,61,2,0,-0.06561525,0
2812,35,management,397,yes,no,cellular,apr,1,-1,unknown,single,tertiary,no,17,594,0,0,-0.08258191,1
2046,59,management,0,yes,no,cellular,jul,8,-1,unknown,divorced,tertiary,no,31,52,0,0,-0.04108488,0
4050,47,blue-collar,113,yes,no,unknown,may,1,-1,unknown,married,primary,no,13,276,0,0,-0.096429326,0
3044,40,unemployed,334,no,no,cellular,mar,1,91,other,single,secondary,no,5,219,6,0,-0.022795998,1
6880,45,technician,1348,no,yes,cellular,apr,2,-1,unknown,married,secondary,no,1,358,0,0,-0.059133586,1
6363,40,management,0,no,no,cellular,aug,4,-1,unknown,married,tertiary,no,22,61,0,0,-0.11166519,0
4539,27,services,339,no,no,cellular,jun,1,-1,unknown,single,secondary,no,4,182,0,0,-0.079157986,1
1296,42,blue-collar,807,yes,no,cellular,nov,1,-1,unknown,married,primary,no,19,1057,0,0,-0.0679489,1
2283,58,retired,999,no,no,cellular,jul,6,-1,unknown,single,primary,no,25,188,0,0,-0.055423267,0
7037,50,housemaid,5260,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,24,51,0,0,-0.07120901,0
3202,35,admin,182,yes,no,unknown,jun,1,-1,unknown,single,secondary,no,3,117,0,0,-0.069152616,0
3997,26,technician,267,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,28,817,0,0,-0.09916739,1
4701,37,management,347,yes,no,cellular,jul,1,-1,unknown,married,tertiary,no,22,282,0,0,-0.09953412,0
449,60,technician,367,no,no,cellular,aug,2,-1,unknown,divorced,secondary,no,16,318,0,0,-0.064467914,1
4334,32,admin,57,no,yes,cellular,jul,2,-1,unknown,married,secondary,no,22,50,0,0,-0.07303524,0
2391,36,technician,54,yes,no,cellular,aug,3,-1,unknown,divorced,secondary,no,27,1642,0,0,-0.03852058,1
3483,59,management,893,yes,no,cellular,apr,4,-1,unknown,divorced,tertiary,no,16,206,0,0,-0.05696974,0
1068,47,housemaid,61,no,no,cellular,jul,5,-1,unknown,divorced,primary,no,29,69,0,0,-0.027345467,0
7708,37,unemployed,1291,no,no,cellular,aug,1,97,success,single,tertiary,no,5,150,2,0,-0.045014232,1
4306,30,technician,925,no,no,cellular,nov,1,-1,unknown,single,secondary,no,20,240,0,0,-0.08775335,0
3085,48,management,700,yes,no,cellular,aug,2,-1,unknown,divorced,tertiary,no,29,488,0,0,-0.059626907,0
3049,43,services,43,yes,no,cellular,may,1,-1,unknown,married,secondary,no,18,199,0,0,-0.098050416,0
1941,33,management,561,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,7,104,0,0,-0.08277703,0
7280,62,retired,1495,no,no,cellular,feb,1,-1,unknown,married,secondary,no,2,265,0,0,-0.082378976,1
3133,50,management,2564,yes,no,cellular,nov,4,113,failure,divorced,tertiary,no,21,124,8,0,-0.0067231255,0
7779,37,services,775,no,no,cellular,aug,2,-1,unknown,married,secondary,no,14,150,0,0,-0.09963546,1
2605,31,technician,373,no,no,cellular,aug,5,-1,unknown,single,secondary,no,22,346,0,0,-0.094325855,0
5273,40,management,0,no,no,cellular,jul,5,-1,unknown,married,tertiary,yes,28,165,0,0,-0.069474,0
2995,44,technician,285,yes,no,cellular,may,3,-1,unknown,single,secondary,no,12,373,0,0,-0.10328374,0
4210,36,technician,3,no,no,cellular,aug,4,-1,unknown,married,secondary,no,20,100,0,0,-0.10725871,0
837,40,management,-240,no,yes,unknown,may,3,-1,unknown,married,secondary,no,28,160,0,0,-0.047712658,0
4154,38,management,427,yes,no,cellular,may,3,169,failure,single,tertiary,no,6,17,2,0,-0.05573442,0
2981,52,management,0,no,no,unknown,jun,3,-1,unknown,married,primary,no,5,85,0,0,-0.053883918,0
1409,49,admin,167,no,yes,cellular,jul,1,-1,unknown,married,secondary,no,9,51,0,0,-0.07192122,0
4640,37,entrepreneur,175,yes,yes,unknown,may,6,-1,unknown,divorced,secondary,no,13,753,0,1,0.0099164415,1
3310,30,management,536,no,no,cellular,oct,1,105,success,single,tertiary,no,15,244,1,0,-0.044657063,1
5625,27,blue-collar,-588,no,no,unknown,may,2,-1,unknown,married,primary,yes,13,531,0,0,-0.030848406,0
2206,33,technician,2044,yes,no,cellular,may,3,-1,unknown,married,secondary,no,4,532,0,0,-0.10241571,1
1205,36,unemployed,0,no,no,telephone,jul,3,-1,unknown,divorced,primary,no,4,304,0,0,-0.001104853,0
1401,33,self-employed,658,yes,no,cellular,oct,1,208,success,single,tertiary,no,21,307,1,0,-0.020419348,1
258,30,entrepreneur,12737,no,yes,cellular,nov,2,-1,unknown,married,secondary,no,19,589,0,0,-0.011834825,1
1016,37,unemployed,1978,no,no,cellular,mar,1,-1,unknown,married,secondary,no,11,335,0,0,-0.068040214,1
5290,63,retired,18016,no,no,cellular,jul,1,-1,unknown,married,secondary,no,7,371,0,0,-0.06656825,1
4411,36,blue-collar,324,yes,yes,cellular,jul,1,-1,unknown,married,secondary,no,16,830,0,0,-0.0815216,1
4421,57,management,1318,no,no,cellular,oct,1,185,failure,married,tertiary,no,16,115,2,0,-0.051751617,1
5794,42,admin,1547,yes,yes,unknown,may,3,-1,unknown,married,primary,no,27,272,0,0,-0.03603083,0
7140,36,entrepreneur,866,yes,no,cellular,may,1,173,failure,single,secondary,no,11,629,1,0,-0.03513619,1
6609,35,entrepreneur,80,no,no,cellular,aug,5,-1,unknown,divorced,secondary,no,20,67,0,0,-0.03805102,0
1207,31,management,3283,no,no,cellular,feb,1,73,failure,single,tertiary,no,2,258,1,0,-0.051695127,1
5610,49,entrepreneur,687,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,17,772,0,0,-0.04860869,1
1048,36,entrepreneur,546,no,no,cellular,feb,3,-1,unknown,married,secondary,no,9,297,0,0,-0.06373632,0
1416,32,blue-collar,138,yes,no,cellular,may,2,-1,unknown,single,secondary,no,15,215,0,0,-0.1049328,0
3610,70,retired,2575,no,no,telephone,apr,2,-1,unknown,married,secondary,no,20,216,0,0,-0.044923328,1
248,35,blue-collar,503,yes,yes,unknown,may,2,-1,unknown,married,secondary,no,9,57,0,0,-0.07901331,0
5822,30,self-employed,655,no,no,cellular,sep,4,184,success,single,tertiary,no,23,272,1,0,-0.013653105,1
3327,27,management,1,yes,no,cellular,jul,4,-1,unknown,single,tertiary,no,30,764,0,0,-0.07774618,1
7612,25,self-employed,42,yes,no,cellular,jun,1,94,success,single,tertiary,no,5,149,1,0,-0.040475294,1
1604,30,management,46,no,no,cellular,aug,3,-1,unknown,divorced,tertiary,no,13,382,0,0,-0.072590485,0
2666,26,blue-collar,-29,yes,no,cellular,jul,4,-1,unknown,single,secondary,no,10,998,0,0,-0.074929036,1
7215,36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,married,secondary,no,4,619,0,0,-0.10345994,1
4369,25,technician,139,no,yes,cellular,oct,1,-1,unknown,single,secondary,no,12,138,0,0,-0.051298317,1
4611,38,management,630,no,no,cellular,sep,1,388,other,married,tertiary,no,2,362,3,0,-0.022546489,1
1947,60,management,3401,no,no,cellular,oct,1,270,failure,married,tertiary,no,30,294,1,0,-0.04170502,1
1139,35,admin,76,no,yes,unknown,jun,1,-1,unknown,married,secondary,yes,17,107,0,0,-0.016449561,0
19,46,management,242,no,no,cellular,aug,2,96,success,married,tertiary,no,4,120,1,0,-0.07370581,1
5634,34,management,757,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,18,37,0,0,-0.09763578,0
7455,58,admin,1947,no,no,telephone,oct,1,-1,unknown,divorced,secondary,no,26,228,0,0,-0.019771656,1
6940,34,blue-collar,1682,yes,yes,cellular,jul,3,-1,unknown,married,secondary,no,28,123,0,0,-0.07589291,0
6788,37,technician,1580,no,no,cellular,aug,12,-1,unknown,married,secondary,no,22,92,0,0,-0.09886088,0
6036,42,blue-collar,419,yes,yes,unknown,may,4,-1,unknown,divorced,primary,no,14,96,0,0,-0.008016508,0
4809,41,blue-collar,5291,yes,no,unknown,may,3,-1,unknown,divorced,secondary,no,14,1423,0,0,-0.038663134,1
3443,40,management,0,no,no,cellular,aug,2,98,success,married,tertiary,no,6,131,6,0,-0.06271983,1
1033,42,blue-collar,402,no,no,cellular,may,7,330,failure,married,primary,no,13,31,17,1,0.011311793,0
3275,57,retired,-663,yes,no,cellular,may,1,351,failure,divorced,secondary,no,13,210,2,1,0.004010337,0
3393,42,management,36,no,no,cellular,nov,3,-1,unknown,married,tertiary,no,21,664,0,0,-0.090939134,1
5312,49,admin,3608,yes,no,unknown,nov,1,-1,unknown,married,secondary,no,13,231,0,0,-0.059610706,1
1163,23,admin,897,yes,no,cellular,feb,2,280,failure,single,tertiary,no,8,190,8,0,-0.011966536,1
3211,58,admin,879,yes,no,unknown,may,7,-1,unknown,married,primary,no,16,242,0,0,-0.07171899,0
3912,30,services,271,yes,no,unknown,may,1,-1,unknown,married,secondary,no,15,365,0,0,-0.08689633,0
6603,32,technician,562,yes,no,unknown,may,3,-1,unknown,single,secondary,no,30,722,0,0,-0.06950421,1
5969,26,student,641,yes,no,cellular,may,1,368,failure,single,tertiary,no,15,55,1,0,-0.03402542,0
1901,33,management,1323,no,no,cellular,jun,1,-1,unknown,married,tertiary,no,1,327,0,0,-0.108935125,1
2511,48,management,427,no,no,cellular,nov,1,-1,unknown,married,primary,no,17,62,0,0,-0.0689936,0
5818,27,blue-collar,-413,no,yes,unknown,jun,6,-1,unknown,married,primary,no,27,422,0,1,0.00084213965,1
1820,43,blue-collar,18,yes,no,cellular,may,2,370,other,married,primary,no,14,131,3,0,-0.015932055,0
7242,48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,married,secondary,no,29,144,0,0,-0.06880196,0
1762,25,blue-collar,0,no,yes,cellular,jul,4,-1,unknown,married,secondary,no,15,1424,0,0,-0.0632478,1
2144,30,admin,315,yes,no,cellular,may,3,346,failure,single,secondary,no,14,884,4,0,-0.04010389,1
2322,28,technician,-123,no,yes,cellular,jul,1,-1,unknown,single,tertiary,no,23,690,0,0,-0.043390904,1
5062,36,services,1227,yes,yes,cellular,may,5,341,failure,single,secondary,no,4,775,3,1,0.017563278,1
624,29,blue-collar,100,yes,yes,cellular,may,4,344,failure,married,secondary,no,6,152,2,0,-0.022549637,0
5327,49,blue-collar,230,no,yes,unknown,jun,1,-1,unknown,married,primary,no,30,176,0,0,-0.016154615,0
3321,43,management,483,no,no,cellular,aug,6,-1,unknown,single,tertiary,no,19,950,0,0,-0.09783043,1
6445,52,entrepreneur,1306,no,no,cellular,jun,1,-1,unknown,married,secondary,no,15,288,0,0,-0.06901851,1
4491,28,technician,631,no,no,cellular,apr,7,-1,unknown,single,secondary,no,29,835,0,0,-0.06900098,0
6514,57,management,2681,no,no,cellular,mar,2,-1,unknown,married,tertiary,no,11,266,0,0,-0.07909468,1
1729,31,technician,-463,yes,no,unknown,may,1,-1,unknown,married,secondary,yes,28,210,0,0,-0.048502255,0
1504,33,blue-collar,700,no,no,cellular,apr,1,80,success,single,tertiary,no,30,169,2,0,-0.023149965,1
4256,28,management,1720,no,no,cellular,sep,1,91,success,single,tertiary,no,14,230,4,0,-0.03556524,1
5691,34,technician,66,no,yes,cellular,feb,1,170,failure,divorced,tertiary,no,5,102,2,1,0.045402743,0
5116,33,admin,920,no,no,cellular,aug,1,105,success,married,secondary,no,13,111,1,0,-0.066942714,0
5338,38,technician,304,yes,no,cellular,apr,2,-1,unknown,divorced,tertiary,no,20,8,0,0,-0.044346105,0
2849,53,admin,223,yes,yes,cellular,jul,1,-1,unknown,divorced,secondary,no,22,534,0,0,-0.03810504,0
5789,34,management,275,no,no,cellular,aug,2,455,other,single,tertiary,no,2,196,23,1,0.006166481,1
4418,25,admin,1141,yes,no,cellular,may,1,347,failure,single,tertiary,no,5,718,1,0,-0.04240068,0
3553,34,admin,2374,yes,no,cellular,nov,1,209,failure,married,secondary,no,9,161,2,0,-0.058748987,1
1943,38,technician,217,yes,no,unknown,jun,6,-1,unknown,married,primary,no,9,491,0,0,-0.055713516,1
1076,31,admin,-218,yes,no,unknown,jun,15,-1,unknown,single,tertiary,no,2,227,0,0,-0.043390688,0
2130,52,management,189,no,no,cellular,aug,2,-1,unknown,married,secondary,no,22,90,0,0,-0.11147869,0
3646,43,blue-collar,699,yes,yes,cellular,nov,2,122,other,married,secondary,no,20,1258,2,0,-0.011640343,1
7156,38,technician,1685,yes,no,unknown,may,1,-1,unknown,single,secondary,no,5,185,0,0,-0.08923104,0
600,32,blue-collar,759,yes,no,cellular,apr,5,-1,unknown,married,secondary,no,9,317,0,0,-0.08589032,1
7426,57,retired,1044,no,no,telephone,jan,1,192,success,married,secondary,no,11,585,2,0,-0.019718412,1
3012,35,blue-collar,147,yes,no,cellular,may,1,337,failure,married,primary,no,5,358,3,0,-0.039642986,0
7306,53,management,50,yes,no,cellular,may,1,337,failure,divorced,tertiary,no,15,669,3,0,-0.021226093,1
4185,47,services,973,no,no,cellular,may,1,479,failure,divorced,unknown,no,27,489,1,1,0.012720344,1
3926,67,retired,3810,no,no,cellular,oct,1,-1,unknown,married,tertiary,no,21,1206,0,0,-0.034836717,0
6671,47,entrepreneur,0,no,no,telephone,nov,2,-1,unknown,married,tertiary,no,18,103,0,0,-0.031609155,0
3880,45,blue-collar,-243,no,yes,cellular,jul,2,-1,unknown,single,tertiary,no,8,171,0,0,-0.04563583,0
6911,59,retired,0,no,no,cellular,jun,2,-1,unknown,married,primary,no,5,493,0,0,-0.08052142,1
1299,29,blue-collar,-20,no,yes,cellular,jul,1,-1,unknown,single,secondary,no,21,574,0,0,-0.051319342,1
6899,34,entrepreneur,7279,yes,no,cellular,may,1,-1,unknown,married,primary,no,12,882,0,0,-0.047487438,1
3568,65,retired,20806,no,no,telephone,apr,2,-1,unknown,married,secondary,no,8,523,0,0,-0.022297615,1
4004,35,blue-collar,0,yes,yes,cellular,apr,1,-1,unknown,married,secondary,no,8,519,0,0,-0.06069578,0
4893,30,admin,523,no,yes,cellular,jun,3,101,success,single,secondary,no,12,136,1,0,-0.023604533,0
7060,30,management,1221,yes,no,telephone,jul,4,-1,unknown,married,tertiary,no,25,279,0,0,-0.052613005,1
5141,39,services,208,no,yes,cellular,feb,2,-1,unknown,married,secondary,no,9,122,0,0,-0.054556053,0
4544,36,management,-508,yes,no,cellular,apr,2,-1,unknown,single,tertiary,yes,17,832,0,0,-0.05031721,0
438,57,blue-collar,3109,no,no,cellular,jun,2,-1,unknown,married,primary,no,2,482,0,0,-0.08250229,1
3500,36,services,760,no,no,unknown,jun,13,-1,unknown,single,secondary,no,20,9,0,0,-0.047206666,0
3040,77,management,1780,yes,no,cellular,apr,2,182,success,married,unknown,no,23,361,5,0,-0.015388807,1
2882,25,blue-collar,-191,yes,no,unknown,jun,7,-1,unknown,single,secondary,no,19,958,0,0,-0.06121822,1
2451,39,services,326,yes,no,unknown,may,1,-1,unknown,single,secondary,no,27,115,0,0,-0.073535286,0
5313,37,admin,36,yes,no,unknown,may,1,-1,unknown,married,secondary,no,13,428,0,0,-0.094317906,0
2739,51,management,4917,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,23,113,0,0,-0.08599225,1
5926,35,management,71,yes,no,cellular,apr,2,-1,unknown,married,tertiary,no,30,510,0,0,-0.079693675,0
5363,22,admin,-1,yes,no,unknown,may,1,-1,unknown,single,secondary,no,9,136,0,0,-0.0764966,0
6319,26,admin,710,yes,yes,unknown,jun,2,-1,unknown,married,secondary,no,6,1276,0,0,-0.029272445,1
493,26,management,6840,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,28,1560,0,0,-0.048598822,1
1744,33,admin,315,yes,yes,cellular,may,3,-1,unknown,single,secondary,no,14,888,0,0,-0.062233865,1
